user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,user_id_clean,record_duplicate,full_name_clean,pan_clean,aadhaar_clean,dob_clean,city_clean,state_clean,monthly_income_clean,occupation_clean,signup_timestamp_clean,kyc_status_clean,risk_segment_clean
USR51764,Orinder Brahmbhatt,RNKXY4180Z,965134990611,10/02/2006 05:27 AM,Amritsar,Punjab,31.6k,Salaried,2024/05/16,KYC_DONE,LOW,USR51764,False,Orinder Brahmbhatt,RNKXY4180Z,965134990611,2006-02-10,Amritsar,Punjab,31600.0,Salaried,2024-05-16 00:00:00,KYC_DONE,LOW
USR51488,  Ekbal Wali  ,KISOO2991L,068547337408,,Jaipur,Rajasthan,8641,Farmer,1718483368,REJECTED,low,USR51488,False,Ekbal Wali,KISOO2991L,068547337408,,Jaipur,Rajasthan,8641.0,Farmer,2024-06-15 20:29:28,REJECTED,LOW
usr_89796,Chasmum Sahota,UCNEN-4707-X,XXXX-XXXX-3381,25/08/1996 01:39 PM,Poona,Maharashtra,,Self Employed,02-08-2026,IN_PROGRESS,MEDIUM,USR89796,False,Chasmum Sahota,UCNEN4707X,,1996-08-25,Pune,Maharashtra,,Self Employed,2026-02-08 00:00:00,IN_PROGRESS,MEDIUM
USR67037,Lucky Konda,CRHRQ9787A,8924 6694 1914,1991/12/26,lucknow,Uttar Pradesh,,Business Owner,2024-08-28 09:57:39,APPROVED,low,USR67037,False,Lucky Konda,CRHRQ9787A,892466941914,1991-12-26,Lucknow,Uttar Pradesh,,Business Owner,2024-08-28 09:57:39,APPROVED,LOW
USR66278,Aradhana Sodhi,DVXDK0169E,1033 3447 4619,14/09/1972 11:54 PM,Bangalore,Karnataka,22.4k,Business Owner,07-Aug-2024,Verified,Low,USR66278,False,Aradhana Sodhi,DVXDK0169E,103334474619,1972-09-14,Bengaluru,Karnataka,22400.0,Business Owner,2024-08-07 00:00:00,VERIFIED,LOW
USR-45268,Fiyaz Deshmukh,FWFSZ6137B,146776451226,,Jalandhar,Punjab,42455,Gig Worker,26/07/2024,VERIFIED,Medium,USR45268,False,Fiyaz Deshmukh,FWFSZ6137B,146776451226,,Jalandhar,Punjab,42455.0,Gig Worker,2024-07-26 00:00:00,VERIFIED,MEDIUM
usr_98422,Nimrat Goswami,HYMPU9434L,232081468834,1986/05/13,Mumbay,Maharashtra,"INR 17,502",Freelancer,07-19-2025,VERIFIED,Low,USR98422,False,Nimrat Goswami,HYMPU9434L,232081468834,1986-05-13,Mumbai,Maharashtra,17502.0,Freelancer,2025-07-19 00:00:00,VERIFIED,LOW
USR54879,Dhriti Koshy,PUUIG9776S,6381-0608-1511,12-28-2005,Pune,Maharashtra,26294,Retired,04-Oct-2025,APPROVED,LOW,USR54879,False,Dhriti Koshy,PUUIG9776S,638106081511,2005-12-28,Pune,Maharashtra,26294.0,Retired,2025-10-04 00:00:00,APPROVED,LOW
96392,Hardik Bedi,WPTGZ4813S,763133933960,23-Mar-2000,Jaipur,Rajasthan,Not Available,Freelancer,2024/10/20,V,Medium,USR96392,False,Hardik Bedi,WPTGZ4813S,763133933960,2000-03-23,Jaipur,Rajasthan,,Freelancer,2024-10-20 00:00:00,VERIFIED,MEDIUM
USR-26714,omkaar parikh,ZDZIE4627W,,25-Mar-1990,Jalandhar,Punjab,17757,Self Employed,,Pending,Medium,USR26714,False,Omkaar Parikh,ZDZIE4627W,,1990-03-25,Jalandhar,Punjab,17757.0,Self Employed,,PENDING,MEDIUM
USR 98684,WARINDER CHAUDHRY,LTSIP5424R,719311030492,05-Jan-1984,Delhi,Delhi,39626,Student,07/06/2025,APPROVED,high,USR98684,False,Warinder Chaudhry,LTSIP5424R,719311030492,1984-01-05,Delhi,Delhi,39626.0,Student,2025-06-07 00:00:00,APPROVED,HIGH
USR29269,Rachana Gupta,MVVWW3064D,813296246868,24/11/1966,kolkata,West Bengal,33310,Gig Worker,03/12/2024,KYC_DONE,Medium,USR29269,False,Rachana Gupta,MVVWW3064D,813296246868,1966-11-24,Kolkata,West Bengal,33310.0,Gig Worker,2024-12-03 00:00:00,KYC_DONE,MEDIUM
USR56736,Sachi Mallick,GWCAZ4379U,XXXX-XXXX-2397,15/07/1971 08:21 PM,DELHI,Delhi,62834,Retired,05-14-2025,VERIFIED,LOW,USR56736,False,Sachi Mallick,GWCAZ4379U,,1971-07-15,Delhi,Delhi,62834.0,Retired,2025-05-14 00:00:00,VERIFIED,LOW
USR12657,Lakshmi Dewan,LFRMZ5528,1564 2156 2294,26/02/1968,Calcutta,West Bengal,30071,Retired,16/02/2024,VERIFIED,high,USR12657,False,Lakshmi Dewan,,156421562294,1968-02-26,Kolkata,West Bengal,30071.0,Retired,2024-02-16 00:00:00,VERIFIED,HIGH
USR25900,leena sani,NBMHV3681,7181 5983 2440,13/01/1977 06:55 PM,MUMBAI,Maharashtra,-47071,Student,2025-09-21 20:42:42,Verified,Low,USR25900,False,Leena Sani,,718159832440,1977-01-13,Mumbai,Maharashtra,,Student,2025-09-21 20:42:42,VERIFIED,LOW
USR58735,dipta karan,efloy6147n,7541-8517-6810,2005/02/20,Amritsar,Punjab,15846,Salaried,2025/11/18,Verified,Medium,USR58735,False,Dipta Karan,EFLOY6147N,754185176810,2005-02-20,Amritsar,Punjab,15846.0,Salaried,2025-11-18 00:00:00,VERIFIED,MEDIUM
USR54834,Girindra Kumar,RXKGI8567M,2144-9569-0727,12-Jul-1996,ASR,Punjab,"INR 17,568",Student,04/06/2025,IN_PROGRESS,Medium,USR54834,False,Girindra Kumar,RXKGI8567M,214495690727,1996-07-12,Amritsar,Punjab,17568.0,Student,2025-06-04 00:00:00,IN_PROGRESS,MEDIUM
USR69640,Jacob Shukla,UMMWY6151I,358461277987,28/08/1982 05:46 AM,Pune,Maharashtra,21538,Unemployed,20/05/2025,V,high,USR69640,False,Jacob Shukla,UMMWY6151I,358461277987,1982-08-28,Pune,Maharashtra,21538.0,Unemployed,2025-05-20 00:00:00,VERIFIED,HIGH
usr71052,Urvashi Dhawan,ICWCG7557O,7203-8627-9652,07-18-1986,Poona,Maharashtra,"₹46,604",Unemployed,08/09/2025 08:38 PM,APPROVED,LOW,USR71052,False,Urvashi Dhawan,ICWCG7557O,720386279652,1986-07-18,Pune,Maharashtra,46604.0,Unemployed,,APPROVED,LOW
USR34456,  Zayan Modi  ,VODYA9251Z,XXXX-XXXX-2971,09-14-1967,Ludhiana,Punjab,"Rs. 34,173",Gig Worker,18-Jul-2025,V,medium,USR34456,False,Zayan Modi,VODYA9251Z,,1967-09-14,Ludhiana,Punjab,34173.0,Gig Worker,2025-07-18 00:00:00,VERIFIED,MEDIUM
USR61551,Upadhriti Gandhi,guhak1323f,1279717044,681327914,Amritsar,Punjab,17593,Self Employed,05-10-2025,KYC_DONE,Low,USR61551,False,Upadhriti Gandhi,GUHAK1323F,,,Amritsar,Punjab,17593.0,Self Employed,2025-05-10 00:00:00,KYC_DONE,LOW
USR85075,  Matthew Ahluwalia  ,FBJLX8309U,003004306387,1994/12/26,Bengaluru,Karnataka,"Rs. 39,786",Freelancer,09-14-2025,V,High,USR85075,False,Matthew Ahluwalia,FBJLX8309U,003004306387,1994-12-26,Bengaluru,Karnataka,39786.0,Freelancer,2025-09-14 00:00:00,VERIFIED,HIGH
USR22619,Anvi Shetty,NZYRZ7340N,XXXX-XXXX-2981,1973/11/16,Lucknow,Uttar Pradesh,-50946,Self Employed,04-22-2024,Verified,Low,USR22619,False,Anvi Shetty,NZYRZ7340N,,1973-11-16,Lucknow,Uttar Pradesh,,Self Employed,2024-04-22 00:00:00,VERIFIED,LOW
USR 38759,  Vyanjana Bora  ,MFDDN 3783 U,920500485149,,Delhi,Delhi,,Business Owner,,Done,High,USR38759,False,Vyanjana Bora,MFDDN3783U,920500485149,,Delhi,Delhi,,Business Owner,,DONE,HIGH
USR54458,Turvi Khare,GTQBL6222P,623323351170,03-16-1967,Bangalore,Karnataka,32178,Gig Worker,26/12/2024 12:45 PM,Done,low,USR54458,False,Turvi Khare,GTQBL6222P,623323351170,1967-03-16,Bengaluru,Karnataka,32178.0,Gig Worker,,DONE,LOW
USR45574,teerth mall,YMMVH6168T,976693541999,21/10/1997,bengaluru,Karnataka,19.0k,Farmer,07-30-2025,P,low,USR45574,False,Teerth Mall,YMMVH6168T,976693541999,1997-10-21,Bengaluru,Karnataka,19000.0,Farmer,2025-07-30 00:00:00,PENDING,LOW
USR86370,Adya Randhawa,IYESB2204L,1449-9159-8640,13/04/1975,ASR,Punjab,Not Available,Business Owner,09/08/2025,Done,low,USR86370,False,Adya Randhawa,IYESB2204L,144991598640,1975-04-13,Amritsar,Punjab,,Business Owner,2025-08-09 00:00:00,DONE,LOW
USR48908,ArjunDash,illdm6568j,948503780060,02-11-1962,chennai,Tamil Nadu,9503,Unemployed,27-Mar-2026,Verified,HIGH,USR48908,False,Arjundash,ILLDM6568J,948503780060,1962-11-02,Chennai,Tamil Nadu,9503.0,Unemployed,2026-03-27 00:00:00,VERIFIED,HIGH
USR88374,Da1aja Sarraf,FSKSE8553G,3307-0705-1016,15-Mar-1986,Delhi,Delhi,41164,Unemployed,02-Jun-2024,Done,low,USR88374,False,Da1Aja Sarraf,FSKSE8553G,330707051016,1986-03-15,Delhi,Delhi,41164.0,Unemployed,2024-06-02 00:00:00,DONE,LOW
USR43763,Oscar Tak,FOFKS4635K,XXXX-XXXX-7576,09-26-1998,kolkata,West Bengal,"₹19,337",Gig Worker,,REJECTED,unknown,USR43763,False,Oscar Tak,FOFKS4635K,,1998-09-26,Kolkata,West Bengal,19337.0,Gig Worker,,REJECTED,UNKNOWN
USR26498,Gaurang Wable,,344662097656,1127064534,Dilli,Delhi,"₹24,620",Self Employed,25/06/2025,V,LOW,USR26498,False,Gaurang Wable,,344662097656,,Delhi,Delhi,24620.0,Self Employed,2025-06-25 00:00:00,VERIFIED,LOW
USR 85687,KRISHNA JOSHI,ywlqb0703f,132736232880,1978/05/11,delhi,Delhi,"Rs. 71,527",Gig Worker,,Verified,medium,USR85687,False,Krishna Joshi,YWLQB0703F,132736232880,1978-05-11,Delhi,Delhi,71527.0,Gig Worker,,VERIFIED,MEDIUM
usr_25914,Rajeshri Sani,DXNLK2462C,4507-6284-9631,15/03/1960,Hyd,Telangana,,Freelancer,04-24-2025,V,low,USR25914,False,Rajeshri Sani,DXNLK2462C,450762849631,1960-03-15,Hyderabad,Telangana,,Freelancer,2025-04-24 00:00:00,VERIFIED,LOW
USR-62068,Ishaan Parikh,xdgch5897x,4526 0879 9476,04-10-2004,MUMBAI,Maharashtra,Not Available,Business Owner,07-Jan-2026,KYC_DONE,LOW,USR62068,False,Ishaan Parikh,XDGCH5897X,452608799476,2004-10-04,Mumbai,Maharashtra,,Business Owner,2026-01-07 00:00:00,KYC_DONE,LOW
USR77684,Rishi Chokshi,IVFKM7371I,419769995531,1991/12/30,Mumbai,Maharashtra,"Rs. 10,591",Unemployed,2024-02-14 22:56:32,Done,Low,USR77684,False,Rishi Chokshi,IVFKM7371I,419769995531,1991-12-30,Mumbai,Maharashtra,10591.0,Unemployed,2024-02-14 22:56:32,DONE,LOW
USR 67843,  Warjas Wadhwa  ,IDKGT0979D,,05/10/1997,delhi,Delhi,"INR 15,386",Retired,01-27-2024,KYC_DONE,UNKNOWN,USR67843,False,Warjas Wadhwa,IDKGT0979D,,1997-10-05,Delhi,Delhi,15386.0,Retired,2024-01-27 00:00:00,KYC_DONE,UNKNOWN
USR-75736,Saumya Sastry,TIBOJ4379R,4472-3903-4661,29-Mar-1987,jalandhar,Punjab,"INR 13,976",Freelancer,2025/01/04,KYC_DONE,LOW,USR75736,False,Saumya Sastry,TIBOJ4379R,447239034661,1987-03-29,Jalandhar,Punjab,13976.0,Freelancer,2025-01-04 00:00:00,KYC_DONE,LOW
USR88701,Lucky Saxena,QQQNZ8330V,1262142409607,20-May-2000,Amritsar,Punjab,19596,Gig Worker,02-23-2024,P,Medium,USR88701,False,Lucky Saxena,QQQNZ8330V,,2000-05-20,Amritsar,Punjab,19596.0,Gig Worker,2024-02-23 00:00:00,PENDING,MEDIUM
USR93010,IRA PAI,,928959175598,472225269,bengaluru,Karnataka,Not Available,Student,2024/01/08,VERIFIED,low,USR93010,False,Ira Pai,,928959175598,,Bengaluru,Karnataka,,Student,2024-01-08 00:00:00,VERIFIED,LOW
USR17841,Reyansh Goel,XDLLB9272U,062191218401,1985-12-02 14:47:43,Amritsar,Punjab,25229,Student,10-13-2024,V,low,USR17841,False,Reyansh Goel,XDLLB9272U,062191218401,1985-12-02,Amritsar,Punjab,25229.0,Student,2024-10-13 00:00:00,VERIFIED,LOW
USR-31067,Advay Bhalla,azclz7529w,7980 0895 1646,,Bombay,Maharashtra,37.2k,Unemployed,10-Aug-2024,Verified,medium,USR31067,False,Advay Bhalla,AZCLZ7529W,798008951646,,Mumbai,Maharashtra,37200.0,Unemployed,2024-08-10 00:00:00,VERIFIED,MEDIUM
USR56068,AACHAL REGE,RCWYH2141H,,1992/08/01,Mumbay,Maharashtra,24.4k,Self Employed,21-Nov-2024,APPROVED,Low,USR56068,False,Aachal Rege,RCWYH2141H,,1992-08-01,Mumbai,Maharashtra,24400.0,Self Employed,2024-11-21 00:00:00,APPROVED,LOW
USR97206,Fiyaz Bir,VBFHG6342A,2641601779080,1970/04/19,Pune,Maharashtra,41882,Retired,2025-08-05 03:28:15,P,Low,USR97206,False,Fiyaz Bir,VBFHG6342A,,1970-04-19,Pune,Maharashtra,41882.0,Retired,2025-08-05 03:28:15,PENDING,LOW
USR84865,Hamsini Panchal,IKSQY1656R,8290 9604 3418,2001-05-23 00:28:52,jaipur,Rajasthan,32.4k,Unemployed,30-Aug-2024,Done,Medium,USR84865,False,Hamsini Panchal,IKSQY1656R,829096043418,2001-05-23,Jaipur,Rajasthan,32400.0,Unemployed,2024-08-30 00:00:00,DONE,MEDIUM
usr56042,Vasana Sastry,,536371294898,05-23-1969,chennai,Tamil Nadu,"Rs. 25,829",Farmer,2025-09-14 14:08:22,PENDING,medium,USR56042,False,Vasana Sastry,,536371294898,1969-05-23,Chennai,Tamil Nadu,25829.0,Farmer,2025-09-14 14:08:22,PENDING,MEDIUM
25446,Nicholas Barman,ARDQU3351W,6554 9315 6392,29/04/1991 05:22 PM,Delhi,Delhi,,Gig Worker,13-Nov-2025,Done,Unknown,USR25446,False,Nicholas Barman,ARDQU3351W,655493156392,1991-04-29,Delhi,Delhi,,Gig Worker,2025-11-13 00:00:00,DONE,UNKNOWN
USR78073,Urmi Agarwal,XUYGF-8775-I,277738756851,246449731,jalandhar,Punjab,"INR 49,800",Self Employed,1737406870,Verified,medium,USR78073,False,Urmi Agarwal,XUYGF8775I,277738756851,,Jalandhar,Punjab,49800.0,Self Employed,2025-01-20 21:01:10,VERIFIED,MEDIUM
USR79252,Aishani Chacko,AOLFO5015W,XXXX-XXXX-0695,17/02/1963 06:05 PM,kolkata,West Bengal,23772,Business Owner,23/04/2025 10:05 AM,Done,high,USR79252,False,Aishani Chacko,AOLFO5015W,,1963-02-17,Kolkata,West Bengal,23772.0,Business Owner,,DONE,HIGH
57820,Amaira Iyer,ktxgk0685i,789938256494,12/09/2007,delhi,Delhi,28150,Unemployed,17/06/2025 05:28 PM,Verified,LOW,USR57820,False,Amaira Iyer,KTXGK0685I,789938256494,2007-09-12,Delhi,Delhi,28150.0,Unemployed,,VERIFIED,LOW
USR56276,RadhikaRaja,IRBPQ0396K,6756 9913 7641,05/06/2001 02:03 AM,BLR,Karnataka,"₹17,100",Unemployed,04-10-2024,R,LOW,USR56276,False,Radhikaraja,IRBPQ0396K,675699137641,2001-06-05,Bengaluru,Karnataka,17100.0,Unemployed,2024-04-10 00:00:00,REJECTED,LOW
USR90472,Yug Merchant,MLUPT2089E,7473 3537 3141,13/02/2007 06:47 PM,Jaipur,Rajasthan,-33409,Salaried,2026/02/16,V,medium,USR90472,False,Yug Merchant,MLUPT2089E,747335373141,2007-02-13,Jaipur,Rajasthan,,Salaried,2026-02-16 00:00:00,VERIFIED,MEDIUM
USR73420,dev das,HSAHW1787A,7055 4582 9515,06-01-1972,MUMBAI,Maharashtra,34.5k,Farmer,1772400692,KYC_DONE,Low,USR73420,False,Dev Das,HSAHW1787A,705545829515,1972-01-06,Mumbai,Maharashtra,34500.0,Farmer,2026-03-01 21:31:32,KYC_DONE,LOW
USR76058,Maya Chana,OIZNJ6986P,535550636165,20/03/2005,amritsar,Punjab,23560,Retired,01-14-2024,P,LOW,USR76058,False,Maya Chana,OIZNJ6986P,535550636165,2005-03-20,Amritsar,Punjab,23560.0,Retired,2024-01-14 00:00:00,PENDING,LOW
USR 63283,Hemang Wali,UFRHH9613A,8181-5910-7679,23-Apr-1960,LDH,Punjab,27.8k,Student,18/06/2025,APPROVED,Medium,USR63283,False,Hemang Wali,UFRHH9613A,818159107679,1960-04-23,Ludhiana,Punjab,27800.0,Student,2025-06-18 00:00:00,APPROVED,MEDIUM
USR91828,Siya Bhatt,AIONO4186U,321110009654,221407547,Poona,Maharashtra,36548,Unemployed,25/12/2024,KYC_DONE,LOW,USR91828,False,Siya Bhatt,AIONO4186U,321110009654,,Pune,Maharashtra,36548.0,Unemployed,2024-12-25 00:00:00,KYC_DONE,LOW
usr58663,Ucchal Kumar,MIZXM7984T,3341-6841-4064,10/10/1970,lucknow,Uttar Pradesh,41859,Business Owner,1762700315,Verified,Medium,USR58663,False,Ucchal Kumar,MIZXM7984T,334168414064,1970-10-10,Lucknow,Uttar Pradesh,41859.0,Business Owner,2025-11-09 14:58:35,VERIFIED,MEDIUM
USR50504,JASMIT MITTAL,YGHPK6394M,9489369488,1979/09/05,Kolkata,West Bengal,-28242,Farmer,11/02/2024,V,Low,USR50504,False,Jasmit Mittal,YGHPK6394M,,1979-09-05,Kolkata,West Bengal,,Farmer,2024-02-11 00:00:00,VERIFIED,LOW
USR21235,Ekaraj Chawla,OOHBN0333U,501756592207,27/02/2002,Bengaluru,Karnataka,"Rs. 15,074",Freelancer,2024-07-26 18:38:48,IN_PROGRESS,LOW,USR21235,False,Ekaraj Chawla,OOHBN0333U,501756592207,2002-02-27,Bengaluru,Karnataka,15074.0,Freelancer,2024-07-26 18:38:48,IN_PROGRESS,LOW
usr34951,warjas mammen,EQRNZ3110Z,5682 9092 6738,04/07/1977,Hyd,Telangana,54034,Retired,12/11/2024,KYC_DONE,Low,USR34951,False,Warjas Mammen,EQRNZ3110Z,568290926738,1977-07-04,Hyderabad,Telangana,54034.0,Retired,2024-11-12 00:00:00,KYC_DONE,LOW
USR57801,CHAMELI DEVI,xlwrw8708v,506406138788,31/10/1970,Bangalore,Karnataka,9502,Salaried,2024/04/19,APPROVED,LOW,USR57801,False,Chameli Devi,XLWRW8708V,506406138788,1970-10-31,Bengaluru,Karnataka,9502.0,Salaried,2024-04-19 00:00:00,APPROVED,LOW
USR 37944,Dominic Palan,JJDGZ6633N,680326177397,14/09/1967 07:09 PM,Poona,Maharashtra,37142,Unemployed,21/04/2025 07:38 AM,Rejected,low,USR37944,False,Dominic Palan,JJDGZ6633N,680326177397,1967-09-14,Pune,Maharashtra,37142.0,Unemployed,,REJECTED,LOW
USR-39812,Zinal Jha,SCZUB6247,678653778616,,Jalandhar,Punjab,37937,Retired,2025-10-06 16:51:12,APPROVED,LOW,USR39812,False,Zinal Jha,,678653778616,,Jalandhar,Punjab,37937.0,Retired,2025-10-06 16:51:12,APPROVED,LOW
39195,Adweta Mammen,PXOJY2592D,273182601226,06/01/2003,LKO,Uttar Pradesh,"₹113,996",Self Employed,2025/07/04,Done,Medium,USR39195,False,Adweta Mammen,PXOJY2592D,273182601226,2003-01-06,Lucknow,Uttar Pradesh,113996.0,Self Employed,2025-07-04 00:00:00,DONE,MEDIUM
USR65689,Ethan Chhabra,RVFLF0815K,750981280573,1984-07-09 15:29:15,Lucknow,Uttar Pradesh,17408,Business Owner,1705325948,KYC_DONE,Low,USR65689,False,Ethan Chhabra,RVFLF0815K,750981280573,1984-07-09,Lucknow,Uttar Pradesh,17408.0,Business Owner,2024-01-15 13:39:08,KYC_DONE,LOW
USR60418,Gaurangi Kaur,QSNKJ4496S,2122742894,23/03/1964,Hyd,Telangana,37115,Freelancer,05-01-2024,KYC_DONE,low,USR60418,False,Gaurangi Kaur,QSNKJ4496S,,1964-03-23,Hyderabad,Telangana,37115.0,Freelancer,2024-05-01 00:00:00,KYC_DONE,LOW
USR 44489,Jack Keer,AFBNX1259R,157303953401,20/10/1975,Calcutta,West Bengal,"₹51,646",Self Employed,2026/01/12,Reject,Unknown,USR44489,False,Jack Keer,AFBNX1259R,157303953401,1975-10-20,Kolkata,West Bengal,51646.0,Self Employed,2026-01-12 00:00:00,REJECTED,UNKNOWN
USR47936,  Jagdish Ghose  ,HDINF2295,,12-25-2007,Pune,Maharashtra,-26808,Gig Worker,2024-03-16 11:15:43,KYC_DONE,MEDIUM,USR47936,False,Jagdish Ghose,,,2007-12-25,Pune,Maharashtra,,Gig Worker,2024-03-16 11:15:43,KYC_DONE,MEDIUM
USR-92748,  Azaan Virk  ,NLUKB8189M,3416 1580 8726,27-Feb-1975,lucknow,Uttar Pradesh,Not Available,Farmer,2026-01-30 07:46:12,KYC_DONE,High,USR92748,False,Azaan Virk,NLUKB8189M,341615808726,1975-02-27,Lucknow,Uttar Pradesh,,Farmer,2026-01-30 07:46:12,KYC_DONE,HIGH
USR 44123,gunbir chatterjee,,407879173963,2006/08/06,JPR,Rajasthan,41483,Freelancer,1737674114,V,low,USR44123,False,Gunbir Chatterjee,,407879173963,2006-08-06,Jaipur,Rajasthan,41483.0,Freelancer,2025-01-23 23:15:14,VERIFIED,LOW
USR97018,Umang Madan,RJGLO5520X,,1972-07-02 16:58:41,Amritsar,Punjab,"₹22,637",Farmer,,KYC_DONE,low,USR97018,False,Umang Madan,RJGLO5520X,,1972-07-02,Amritsar,Punjab,22637.0,Farmer,,KYC_DONE,LOW
USR68325,Upasna Balay,ATK1X3885A,,27-Dec-1990,ASR,Punjab,16146,Business Owner,1747237062,FAILED,Unknown,USR68325,False,Upasna Balay,,,1990-12-27,Amritsar,Punjab,16146.0,Business Owner,2025-05-14 15:37:42,FAILED,UNKNOWN
USR 35817,Geetika Narayanan,,,1968-02-18 08:52:25,LKO,Uttar Pradesh,Not Available,Unemployed,12-Oct-2025,KYC_DONE,Medium,USR35817,False,Geetika Narayanan,,,1968-02-18,Lucknow,Uttar Pradesh,,Unemployed,2025-10-12 00:00:00,KYC_DONE,MEDIUM
USR32826,  Edhitha Narula  ,ZTDKV2100R,,30/07/1978 02:48 AM,pune,Maharashtra,43588,Farmer,2024/02/25,Verified,Low,USR32826,False,Edhitha Narula,ZTDKV2100R,,1978-07-30,Pune,Maharashtra,43588.0,Farmer,2024-02-25 00:00:00,VERIFIED,LOW
USR44192,Chatresh Verma,,017332099082,09/04/1996,jaipur,Rajasthan,"Rs. 28,439",Salaried,02/09/2025 12:27 AM,Done,unknown,USR44192,False,Chatresh Verma,,017332099082,1996-04-09,Jaipur,Rajasthan,28439.0,Salaried,,DONE,UNKNOWN
USR91599,ADVIKA AGATE,,934760822972,24-Sep-1993,DELHI,Delhi,40584,Unemployed,12-07-2024,Done,HIGH,USR91599,False,Advika Agate,,934760822972,1993-09-24,Delhi,Delhi,40584.0,Unemployed,2024-12-07 00:00:00,DONE,HIGH
USR83993,MAX AGRAWAL,LNUOS6514,708869208556,18/06/2006,kolkata,West Bengal,Not Available,Business Owner,09/04/2024 06:52 AM,VERIFIED,LOW,USR83993,False,Max Agrawal,,708869208556,2006-06-18,Kolkata,West Bengal,,Business Owner,,VERIFIED,LOW
USR 94136,OMAJA MENON,AOEES0470N,977022649994,23/05/1987 08:16 PM,pune,Maharashtra,Not Available,Business Owner,1761343257,Done,MEDIUM,USR94136,False,Omaja Menon,AOEES0470N,977022649994,1987-05-23,Pune,Maharashtra,,Business Owner,2025-10-24 22:00:57,DONE,MEDIUM
USR66033,Nachiket Bansal,MYWSZ2918R,7219-2665-0651,11/07/1988 04:28 AM,jalandhar,Punjab,31887,Student,19/12/2025,VERIFIED,low,USR66033,False,Nachiket Bansal,MYWSZ2918R,721926650651,1988-07-11,Jalandhar,Punjab,31887.0,Student,2025-12-19 00:00:00,VERIFIED,LOW
USR 22945,Nakul Behl,TUXLM3427I,XXXX-XXXX-0174,07-02-1976,mumbai,Maharashtra,72352,Retired,25-Jan-2025,Rejected,medium,USR22945,False,Nakul Behl,TUXLM3427I,,1976-02-07,Mumbai,Maharashtra,72352.0,Retired,2025-01-25 00:00:00,REJECTED,MEDIUM
69355,Indira Gupta,FTPZE5675,659001856088,07-Mar-1977,LKO,Uttar Pradesh,"INR 17,274",Farmer,25/03/2024 06:13 PM,VERIFIED,low,USR69355,False,Indira Gupta,,659001856088,1977-03-07,Lucknow,Uttar Pradesh,17274.0,Farmer,,VERIFIED,LOW
USR76104,Hemal Ray,NMGJS1714C,614876637069,18-Dec-1985,New Delhi,Delhi,31439,Gig Worker,06/05/2024,KYC_DONE,Low,USR76104,False,Hemal Ray,NMGJS1714C,614876637069,1985-12-18,Delhi,Delhi,31439.0,Gig Worker,2024-05-06 00:00:00,KYC_DONE,LOW
USR 48611,vidhi chokshi,KXDSU-1033-K,XXXX-XXXX-4397,05/06/1975,LKO,Uttar Pradesh,"Rs. 64,085",Student,12/06/2025,V,low,USR48611,False,Vidhi Chokshi,KXDSU1033K,,1975-06-05,Lucknow,Uttar Pradesh,64085.0,Student,2025-06-12 00:00:00,VERIFIED,LOW
USR33202,HenryPandya,SSDSV0025C,3775 1887 9847,2007/01/25,BLR,Karnataka,"Rs. 78,371",Freelancer,06/12/2025 08:35 AM,Verified,MEDIUM,USR33202,False,Henrypandya,SSDSV0025C,377518879847,2007-01-25,Bengaluru,Karnataka,78371.0,Freelancer,,VERIFIED,MEDIUM
USR92854,jason parmer,qsxrg0950a,8846522464,10-Jun-1976,amritsar,Punjab,"₹28,339",Unemployed,2026-02-14 00:56:10,KYC_DONE,Low,USR92854,False,Jason Parmer,QSXRG0950A,,1976-06-10,Amritsar,Punjab,28339.0,Unemployed,2026-02-14 00:56:10,KYC_DONE,LOW
USR26370,peter ramaswamy,KRUBI3608A,XXXX-XXXX-7193,03-12-1967,ASR,Punjab,17089,Unemployed,30/08/2024,V,low,USR26370,False,Peter Ramaswamy,KRUBI3608A,,1967-12-03,Amritsar,Punjab,17089.0,Unemployed,2024-08-30 00:00:00,VERIFIED,LOW
USR-28788,anika tata,fooqp9114q,2591 3225 2113,14/03/1989,chennai,Tamil Nadu,"Rs. 15,538",Freelancer,05-Aug-2025,VERIFIED,low,USR28788,False,Anika Tata,FOOQP9114Q,259132252113,1989-03-14,Chennai,Tamil Nadu,15538.0,Freelancer,2025-08-05 00:00:00,VERIFIED,LOW
USR-15221,  Tara Sami  ,VZWDV 3126 L,9881 2811 7323,10/06/1966 01:11 AM,Mumbay,Maharashtra,Not Available,Student,,PENDING,Medium,USR15221,False,Tara Sami,VZWDV3126L,988128117323,1966-06-10,Mumbai,Maharashtra,,Student,,PENDING,MEDIUM
USR76774,Abhimanyu Keer,HGZDE5333Z,2610-0892-9247,,Jaipur,Rajasthan,23791,Business Owner,01-Sep-2025,PENDING,Low,USR76774,False,Abhimanyu Keer,HGZDE5333Z,261008929247,,Jaipur,Rajasthan,23791.0,Business Owner,2025-09-01 00:00:00,PENDING,LOW
usr_23369,Garima Mammen,QQALY1861O,492477951744,09-08-1989,lucknow,Uttar Pradesh,,Self Employed,,Rejected,LOW,USR23369,False,Garima Mammen,QQALY1861O,492477951744,1989-08-09,Lucknow,Uttar Pradesh,,Self Employed,,REJECTED,LOW
