merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_clean,merchant_name_clean,mcc_clean,merchant_category_clean,business_type_clean,city_clean,state_clean,onboarding_date_clean,settlement_account_clean,settlement_account_type,merchant_status_clean,declared_avg_ticket_size_clean
MCH3568,"CHOUDHURY, TRIVEDI AND BHATNAGAR",5311,Department Stores,Private Limited,Ludhiana,Punjab,10/04/2025,XXXX4927,Enabled,1208.3,MCH3568,"Choudhury, Trivedi And Bhatnagar",5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Ludhiana,Punjab,2025-10-04 00:00:00,XXXX4927,MASKED_ACCOUNT,ACTIVE,1208.3
MCH6721,Pradhan-Taneja,5411,Grocery Stores,INDIVIDUAL,BLR,Karnataka,,XXXX4118,Live,433.36,MCH6721,Pradhan-Taneja,5411.0,GROCERY,INDIVIDUAL,Bengaluru,Karnataka,,XXXX4118,MASKED_ACCOUNT,ACTIVE,433.36
MCH3574,Sodhi-Shan,4131,Transport,partnership,Poona,Maharashtra,31-May-2025,YFPD1472473488670,INACTIVE,"Rs. 4,407",MCH3574,Sodhi-Shan,4131.0,TRANSPORTATION,PARTNERSHIP,Pune,Maharashtra,2025-05-31 00:00:00,YFPD1472473488670,ALPHANUMERIC_ACCOUNT,INACTIVE,4407.0
MCH2015,Gulati LLC,4814,phone service,PRIVATE_LIMITED,Jaipur,Rajasthan,22/06/2023 07:04 AM,,Live,"17,945.28",MCH2015,Gulati Llc,4814.0,TELECOM,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-06-22 07:04:00,,MISSING,ACTIVE,17945.28
mch2215,Maharaj-Kale,7011,Hospitality,Individual,Calcutta,West Bengal,2024/08/03,,ACTIVE,"₹3,526.35",MCH2215,Maharaj-Kale,7011.0,HOSPITALITY,INDIVIDUAL,Kolkata,West Bengal,2024-08-03 00:00:00,,MISSING,ACTIVE,3526.35
MCH 4725,Joshi PLC,5311.0,DEPT_STORE,private_limited,Amritsar,Punjab,2023/05/23,UNBB3297911061225,Active,639.24,MCH4725,Joshi Plc,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Amritsar,Punjab,2023-05-23 00:00:00,UNBB3297911061225,ALPHANUMERIC_ACCOUNT,ACTIVE,639.24
MCH 7452,Vora-Gill,5999,Miscellaneous,PRIVATE_LIMITED,Ludhiana,Punjab,2024-12-05 11:38:47,NKBN9107928248400,Enabled,254.79,MCH7452,Vora-Gill,5999.0,MISCELLANEOUS RETAIL,PRIVATE_LIMITED,Ludhiana,Punjab,2024-12-05 11:38:47,NKBN9107928248400,ALPHANUMERIC_ACCOUNT,ACTIVE,254.79
MCH7118,Chaudhry Ltd,5311,Retail,SOLE_PROPRIETOR,HYDERABAD,Telangana,2025/05/15,XXXX9631,A,6144.18,MCH7118,Chaudhry Ltd,5311.0,RETAIL,SOLE_PROPRIETOR,Hyderabad,Telangana,2025-05-15 00:00:00,XXXX9631,MASKED_ACCOUNT,ACTIVE,6144.18
MCH8813,Dey-Dua,5812,Food,PARTNERSHIP,HYDERABAD,Telangana,10-Nov-2023,7101082372,Enabled,"₹1,432.39",MCH8813,Dey-Dua,5812.0,RESTAURANT,PARTNERSHIP,Hyderabad,Telangana,2023-11-10 00:00:00,7101082372,NUMERIC_ACCOUNT,ACTIVE,1432.39
mch3698,"Prashad, Viswanathan and Sama",5311,Retail,PARTNERSHIP,amritsar,Punjab,02-09-2026,,Enabled,Rs. 514,MCH3698,"Prashad, Viswanathan And Sama",5311.0,RETAIL,PARTNERSHIP,Amritsar,Punjab,2026-02-09 00:00:00,,MISSING,ACTIVE,514.0
mch4727,Dua-Mishra,5311,Department Store,sole_proprietor,pune,Maharashtra,18/05/2024,9730998246,Active,"Rs. 1,242",MCH4727,Dua-Mishra,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Pune,Maharashtra,2024-05-18 00:00:00,9730998246,NUMERIC_ACCOUNT,ACTIVE,1242.0
MCH1526,CHOWDHURY AND SONS,4814,Mobile Recharge,sole_proprietor,Bangalore,Karnataka,07-14-2023,HWTS1273017978357,ACTIVE,"₹2,697.93",MCH1526,Chowdhury And Sons,4814.0,TELECOM,SOLE_PROPRIETOR,Bengaluru,Karnataka,2023-07-14 00:00:00,HWTS1273017978357,ALPHANUMERIC_ACCOUNT,ACTIVE,2697.93
MCH4463,"Choudhry, Sahni and Chaudhry",5699,Apparel,individual,Ludhiana,Punjab,1736392653,XXXX3118,Active,Rs. 402,MCH4463,"Choudhry, Sahni And Chaudhry",5699.0,CLOTHING,INDIVIDUAL,Ludhiana,Punjab,2025-01-09 03:17:33,XXXX3118,MASKED_ACCOUNT,ACTIVE,402.0
MCH1224,setty-sami,5942,Books,INDIVIDUAL,kolkata,West Bengal,02/09/2023 05:59 AM,7626814027,Enabled,609.48,MCH1224,Setty-Sami,5942.0,BOOKS_STATIONERY,INDIVIDUAL,Kolkata,West Bengal,2023-02-09 05:59:00,7626814027,NUMERIC_ACCOUNT,ACTIVE,609.48
MCH1747,"Vig, Cherian and Ch0udhury",5999,Other,INDIVIDUAL,New Delhi,Delhi,2025-08-22 05:19:05,,Enabled,"₹1,469.56",MCH1747,"Vig, Cherian And Ch0Udhury",5999.0,OTHER,INDIVIDUAL,Delhi,Delhi,2025-08-22 05:19:05,,MISSING,ACTIVE,1469.56
MCH4022,"Kade, Sethi and Balakrishnan",,Grocery,SOLE-PROPRIETOR,Ludhiana,Punjab,27/03/2025,XXXX9200,Active,-1344.13,MCH4022,"Kade, Sethi And Balakrishnan",,GROCERY,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-03-27 00:00:00,XXXX9200,MASKED_ACCOUNT,ACTIVE,
MCH8068,Narula-Nadkarni,4131.0,transprt,PRIVATE-LIMITED,bengaluru,Karnataka,2025-06-08 09:19:38,ATPT6936183619498,Live,-452.45,MCH8068,Narula-Nadkarni,4131.0,TRANSPORTATION,PRIVATE_LIMITED,Bengaluru,Karnataka,2025-06-08 09:19:38,ATPT6936183619498,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH4185,Khanna and S0ns,MCC-5942,Book Store,PRIVATE-LIMITED,pune,Maharashtra,12-24-2025,,ACTIVE,"1,148.06",MCH4185,Khanna And S0Ns,,BOOKS_STATIONERY,PRIVATE_LIMITED,Pune,Maharashtra,2025-12-24 00:00:00,,MISSING,ACTIVE,1148.06
mch6563,naik plc,4131,TRAVEL,individual,Jalandar,Punjab,04/04/2025 12:38 AM,,Enabled,"Rs. 1,376",MCH6563,Naik Plc,4131.0,TRANSPORTATION,INDIVIDUAL,Jalandhar,Punjab,2025-04-04 00:38:00,,MISSING,ACTIVE,1376.0
MCH2550,Misra-Natarajan,,Bus/Taxi,individual,Ludhiana,Punjab,06/02/2023 04:42 AM,7951076714,Enabled,1549.99,MCH2550,Misra-Natarajan,,TRANSPORTATION,INDIVIDUAL,Ludhiana,Punjab,2023-06-02 04:42:00,7951076714,NUMERIC_ACCOUNT,ACTIVE,1549.99
MCH2556,"ZACHARIAH, MANNE AND BEDI",5942,BOOKS_STATIONERY,partnership,Calcutta,West Bengal,05/10/2024 01:12 AM,8663284555,Active,"INR 1,248.82",MCH2556,"Zachariah, Manne And Bedi",5942.0,BOOKS_STATIONERY,PARTNERSHIP,Kolkata,West Bengal,2024-05-10 01:12:00,8663284555,NUMERIC_ACCOUNT,ACTIVE,1248.82
MCH2592,"Garg, Saha and Sampath",5999,Miscellaneous,PRIVATE_LIMITED,HYDERABAD,Telangana,2024-03-28 13:13:52,,A,"₹3,945.98",MCH2592,"Garg, Saha And Sampath",5999.0,MISCELLANEOUS RETAIL,PRIVATE_LIMITED,Hyderabad,Telangana,2024-03-28 13:13:52,,MISSING,ACTIVE,3945.98
mch7967,Chandran Inc,5912,chemist,INDIVIDUAL,Bengaluru,Karnataka,06-19-2025,,Active,-1630.08,MCH7967,Chandran Inc,5912.0,MEDICAL,INDIVIDUAL,Bengaluru,Karnataka,2025-06-19 00:00:00,,MISSING,ACTIVE,
MCH8436,sangha plc,5942,Book Store,private_limited,Hyd,Telangana,08-16-2025,,Enabled,,MCH8436,Sangha Plc,5942.0,BOOKS_STATIONERY,PRIVATE_LIMITED,Hyderabad,Telangana,2025-08-16 00:00:00,,MISSING,ACTIVE,
MCH8326,"Bassi, Lalla and Sastry",5411,Grocery,INDIVIDUAL,Amritsar,Punjab,2025/12/30,XXXX1031,Enabled,"Rs. 1,031",MCH8326,"Bassi, Lalla And Sastry",5411.0,GROCERY,INDIVIDUAL,Amritsar,Punjab,2025-12-30 00:00:00,XXXX1031,MASKED_ACCOUNT,ACTIVE,1031.0
MCH7629,Taneja-Vyas,5999,Miscellaneous,INDIVIDUAL,Poona,Maharashtra,2023-01-01 17:10:32,0070872652,Active,"₹1,413.56",MCH7629,Taneja-Vyas,5999.0,MISCELLANEOUS RETAIL,INDIVIDUAL,Pune,Maharashtra,2023-01-01 17:10:32,0070872652,NUMERIC_ACCOUNT,ACTIVE,1413.56
MCH2144,Choudhary-Kashyap,5942,Books,PARTNERSHIP,LDH,Punjab,1723568208,XXXX3571,A,350.72,MCH2144,Choudhary-Kashyap,5942.0,BOOKS_STATIONERY,PARTNERSHIP,Ludhiana,Punjab,2024-08-13 16:56:48,XXXX3571,MASKED_ACCOUNT,ACTIVE,350.72
MCH7077,raman and sons,5942,Stationery,PARTNERSHIP,chennai,Tamil Nadu,12/07/2023,YGME2321336279700,Enabled,359.0,MCH7077,Raman And Sons,5942.0,BOOKS_STATIONERY,PARTNERSHIP,Chennai,Tamil Nadu,2023-12-07 00:00:00,YGME2321336279700,ALPHANUMERIC_ACCOUNT,ACTIVE,359.0
MCH7034,Deol LLC,MCC-5942,BOOKS_STATIONERY,Individual,Pune,Maharashtra,27-Jan-2026,,Live,₹856.21,MCH7034,Deol Llc,,BOOKS_STATIONERY,INDIVIDUAL,Pune,Maharashtra,2026-01-27 00:00:00,,MISSING,ACTIVE,856.21
MCH1954,"Kunda, Kata and Shetty",,Telecom,INDIVIDUAL,Poona,Maharashtra,10-19-2025,0079661036,Active,INR 923.81,MCH1954,"Kunda, Kata And Shetty",,TELECOM,INDIVIDUAL,Pune,Maharashtra,2025-10-19 00:00:00,0079661036,NUMERIC_ACCOUNT,ACTIVE,923.81
MCH9414,Banik-Garde,05812,Food,INDIVIDUAL,Jalandar,Punjab,01-16-2025,VESW9193556812149,A,942.13,MCH9414,Banik-Garde,5812.0,RESTAURANT,INDIVIDUAL,Jalandhar,Punjab,2025-01-16 00:00:00,VESW9193556812149,ALPHANUMERIC_ACCOUNT,ACTIVE,942.13
MCH8450,Singhal LLC,,Miscellaneous,Private Limited,JPR,Rajasthan,18/07/2023,HPUX4362247724149,A,2472.47,MCH8450,Singhal Llc,,MISCELLANEOUS RETAIL,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-07-18 00:00:00,HPUX4362247724149,ALPHANUMERIC_ACCOUNT,ACTIVE,2472.47
MCH6843,TATA-BORAH,,BOOKS_STATIONERY,Sole Proprietor,Mumbai,Maharashtra,25/04/2023,,Live,395.55,MCH6843,Tata-Borah,,BOOKS_STATIONERY,SOLE_PROPRIETOR,Mumbai,Maharashtra,2023-04-25 00:00:00,,MISSING,ACTIVE,395.55
MCH4474,Ram Ltd,4814,Telecom,PARTNERSHIP,Jalandhar,Punjab,07-13-2024,,ACTIVE,"₹1,082.17",MCH4474,Ram Ltd,4814.0,TELECOM,PARTNERSHIP,Jalandhar,Punjab,2024-07-13 00:00:00,,MISSING,ACTIVE,1082.17
MCH-9988,"Johal, Padmanabhan and Sagar",,Medical,Individual,Dilli,Delhi,02/02/2026,,A,"₹1,620.14",MCH9988,"Johal, Padmanabhan And Sagar",,MEDICAL,INDIVIDUAL,Delhi,Delhi,2026-02-02 00:00:00,,MISSING,ACTIVE,1620.14
MCH-8734,"Ganguly, Hayre and Choudhury",4814,Telecom,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,05-May-2023,8075659044,ACTIVE,4276.72,MCH8734,"Ganguly, Hayre And Choudhury",4814.0,TELECOM,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2023-05-05 00:00:00,8075659044,NUMERIC_ACCOUNT,ACTIVE,4276.72
MCH3288,"Bains, Arya and Sanghvi",7011,Hotels,partnership,Mumbai,Maharashtra,2025/11/26,ZNEZ2979868781030,Hold,-3587.5,MCH3288,"Bains, Arya And Sanghvi",7011.0,HOSPITALITY,PARTNERSHIP,Mumbai,Maharashtra,2025-11-26 00:00:00,ZNEZ2979868781030,ALPHANUMERIC_ACCOUNT,SUSPENDED,
MCH6985,Devi-Radhakrishnan,5942,Stationery,INDIVIDUAL,jalandhar,Punjab,1674187022,VEKB0627444661101,Active,694.07,MCH6985,Devi-Radhakrishnan,5942.0,BOOKS_STATIONERY,INDIVIDUAL,Jalandhar,Punjab,2023-01-20 03:57:02,VEKB0627444661101,ALPHANUMERIC_ACCOUNT,ACTIVE,694.07
mch2528,Bumb PLC,4131,Transport,SOLE_PROPRIETOR,amritsar,Punjab,2024-06-22 21:11:30,,Live,,MCH2528,Bumb Plc,4131.0,TRANSPORTATION,SOLE_PROPRIETOR,Amritsar,Punjab,2024-06-22 21:11:30,,MISSING,ACTIVE,
MCH3237,Gaba Inc,5999,Miscellaneous,SOLE-PROPRIETOR,Delhi,Delhi,06/03/2023 03:03 PM,YPVB7296650386869,A,,MCH3237,Gaba Inc,5999.0,MISCELLANEOUS RETAIL,SOLE_PROPRIETOR,Delhi,Delhi,2023-06-03 15:03:00,YPVB7296650386869,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH1923,Barad-Devan,5699,garments,Private Limited,Hyd,Telangana,08/12/2025,,Enabled,300.28,MCH1923,Barad-Devan,5699.0,CLOTHING,PRIVATE_LIMITED,Hyderabad,Telangana,2025-08-12 00:00:00,,MISSING,ACTIVE,300.28
MCH4957,Natt Ltd,5699,Apparel,individual,lucknow,Uttar Pradesh,,5191776924,A,"₹1,324.11",MCH4957,Natt Ltd,5699.0,CLOTHING,INDIVIDUAL,Lucknow,Uttar Pradesh,,5191776924,NUMERIC_ACCOUNT,ACTIVE,1324.11
MCH 9467,"Pall, Lala and Dhar",4131,Transportation,Individual,Madras,Tamil Nadu,2024-09-03 09:23:16,,Live,"₹1,206.07",MCH9467,"Pall, Lala And Dhar",4131.0,TRANSPORTATION,INDIVIDUAL,Chennai,Tamil Nadu,2024-09-03 09:23:16,,MISSING,ACTIVE,1206.07
MCH1007,Jain-Wadhwa,7011,HOTEL_LODGING,Private Limited,chennai,Tamil Nadu,30/06/2025,,Disabled,-927.51,MCH1007,Jain-Wadhwa,7011.0,HOSPITALITY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-06-30 00:00:00,,MISSING,INACTIVE,
1543,  Parmer Group  ,4131,TRAVEL,INDIVIDUAL,HYDERABAD,Telangana,04/02/2025 08:13 PM,,Active,"1,064.76",MCH1543,Parmer Group,4131.0,TRANSPORTATION,INDIVIDUAL,Hyderabad,Telangana,2025-04-02 20:13:00,,MISSING,ACTIVE,1064.76
MCH2962,"  Bala, Grover and Dutta  ",5411,kirana,partnership,ludhiana,Punjab,2024-07-12 18:53:51,,Live,"Rs. 1,134",MCH2962,"Bala, Grover And Dutta",5411.0,GROCERY,PARTNERSHIP,Ludhiana,Punjab,2024-07-12 18:53:51,,MISSING,ACTIVE,1134.0
MCH8125,"Sane, Misra and Mitter",05912,MEDICAL_STORE,INDIVIDUAL,bengaluru,Karnataka,2025-10-29 14:28:47,,Live,"₹2,004.37",MCH8125,"Sane, Misra And Mitter",5912.0,MEDICAL,INDIVIDUAL,Bengaluru,Karnataka,2025-10-29 14:28:47,,MISSING,ACTIVE,2004.37
MCH6161,More PLC,5311,Retail,PARTNERSHIP,JPR,Rajasthan,1713149526,,Active,849.42,MCH6161,More Plc,5311.0,RETAIL,PARTNERSHIP,Jaipur,Rajasthan,2024-04-15 02:52:06,,MISSING,ACTIVE,849.42
MCH1077,"Peri, Pai and Dani",5311,Department Stores,Individual,Pune,Maharashtra,1753321037,OBKX2096371467257,Active,1189.85,MCH1077,"Peri, Pai And Dani",5311.0,DEPARTMENT STORE,INDIVIDUAL,Pune,Maharashtra,2025-07-24 01:37:17,OBKX2096371467257,ALPHANUMERIC_ACCOUNT,ACTIVE,1189.85
MCH2924,Chaudhary-Dugar,5942,Stationery,INDIVIDUAL,Bombay,Maharashtra,2024-12-26 03:07:13,2683760099,Enabled,INR 770.99,MCH2924,Chaudhary-Dugar,5942.0,BOOKS_STATIONERY,INDIVIDUAL,Mumbai,Maharashtra,2024-12-26 03:07:13,2683760099,NUMERIC_ACCOUNT,ACTIVE,770.99
MCH3180,Sanghvi and S0ns,5912,chemist,PRIVATE_LIMITED,Dilli,Delhi,06-03-2023,XXXX6774,Enabled,"Rs. 2,608",MCH3180,Sanghvi And S0Ns,5912.0,MEDICAL,PRIVATE_LIMITED,Delhi,Delhi,2023-06-03 00:00:00,XXXX6774,MASKED_ACCOUNT,ACTIVE,2608.0
MCH 4969,"Bobal, Garde and Upadhyay",4814,Mobile Recharge,sole_proprietor,Chennai,Tamil Nadu,2023/11/01,XXXX2131,Enabled,₹817.93,MCH4969,"Bobal, Garde And Upadhyay",4814.0,TELECOM,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-11-01 00:00:00,XXXX2131,MASKED_ACCOUNT,ACTIVE,817.93
MCH-1159,De Ltd,MCC-5942,BOOKS_STATIONERY,individual,Calcutta,West Bengal,1764948926,,Enabled,"1,672.61",MCH1159,De Ltd,,BOOKS_STATIONERY,INDIVIDUAL,Kolkata,West Bengal,2025-12-05 15:35:26,,MISSING,ACTIVE,1672.61
mch7435,"Puri, Biswas and Roy",5912,Medical,PARTNERSHIP,JPR,Rajasthan,11-12-2023,XXXX1625,Blocked,-1536.78,MCH7435,"Puri, Biswas And Roy",5912.0,MEDICAL,PARTNERSHIP,Jaipur,Rajasthan,2023-11-12 00:00:00,XXXX1625,MASKED_ACCOUNT,SUSPENDED,
MCH1299,mutti plc,5699,Clothing,Partnership,Jaipur,Rajasthan,06-27-2023,8421728078,A,605.64,MCH1299,Mutti Plc,5699.0,CLOTHING,PARTNERSHIP,Jaipur,Rajasthan,2023-06-27 00:00:00,8421728078,NUMERIC_ACCOUNT,ACTIVE,605.64
MCH4090,Dada LLC,05999,Miscellaneous,Individual,chennai,Tamil Nadu,27/02/2025,EOAQ0943270820101,Enabled,"Rs. 1,538",MCH4090,Dada Llc,5999.0,MISCELLANEOUS RETAIL,INDIVIDUAL,Chennai,Tamil Nadu,2025-02-27 00:00:00,EOAQ0943270820101,ALPHANUMERIC_ACCOUNT,ACTIVE,1538.0
MCH-5562,Savant-Narayan,4131,TRAVEL,private_limited,Hyderabad,Telangana,18-Nov-2025,1333760731,A,"INR 2,799.21",MCH5562,Savant-Narayan,4131.0,TRANSPORTATION,PRIVATE_LIMITED,Hyderabad,Telangana,2025-11-18 00:00:00,1333760731,NUMERIC_ACCOUNT,ACTIVE,2799.21
MCH1625,"Bora, Hayer and Koshy",,Miscellaneous,INDIVIDUAL,Bangalore,Karnataka,1729729956,TNHP5317294437298,ACTIVE,-1201.74,MCH1625,"Bora, Hayer And Koshy",,MISCELLANEOUS RETAIL,INDIVIDUAL,Bengaluru,Karnataka,2024-10-24 00:32:36,TNHP5317294437298,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH-6839,Saha LLC,5411,groceries,INDIVIDUAL,Chennai,Tamil Nadu,07-20-2025,XXXX2777,Active,1531.04,MCH6839,Saha Llc,5411.0,GROCERY,INDIVIDUAL,Chennai,Tamil Nadu,2025-07-20 00:00:00,XXXX2777,MASKED_ACCOUNT,ACTIVE,1531.04
MCH5749,"Bir, Sibal and Arya",5942,Stationery,partnership,Mumbay,Maharashtra,2024-05-10 03:51:33,,Active,1490.24,MCH5749,"Bir, Sibal And Arya",5942.0,BOOKS_STATIONERY,PARTNERSHIP,Mumbai,Maharashtra,2024-05-10 03:51:33,,MISSING,ACTIVE,1490.24
mch9135,"NATH, SAMRA AND CHOPRA",4814,Mobile Recharge,SOLE_PROPRIETOR,kolkata,West Bengal,04/02/2026 01:44 AM,7899898758,Active,387.53,MCH9135,"Nath, Samra And Chopra",4814.0,TELECOM,SOLE_PROPRIETOR,Kolkata,West Bengal,2026-04-02 01:44:00,7899898758,NUMERIC_ACCOUNT,ACTIVE,387.53
MCH6045,"bajwa, wali and walla",5912,Pharmacy,PRIVATE_LIMITED,Bengaluru,Karnataka,28-Sep-2023,2003662760,Active,"Rs. 2,897",MCH6045,"Bajwa, Wali And Walla",5912.0,MEDICAL,PRIVATE_LIMITED,Bengaluru,Karnataka,2023-09-28 00:00:00,2003662760,NUMERIC_ACCOUNT,ACTIVE,2897.0
MCH7606,  Chaudhari-Raman  ,MCC-5999,Misc Retail,PRIVATE_LIMITED,BLR,Karnataka,27/08/2024,,A,296.04,MCH7606,Chaudhari-Raman,,MISCELLANEOUS RETAIL,PRIVATE_LIMITED,Bengaluru,Karnataka,2024-08-27 00:00:00,,MISSING,ACTIVE,296.04
MCH5287,Dhillon Inc,05812,FOOD_SERVICES,Partnership,Madras,Tamil Nadu,2025-05-25 09:00:23,0377274505,A,,MCH5287,Dhillon Inc,5812.0,RESTAURANT,PARTNERSHIP,Chennai,Tamil Nadu,2025-05-25 09:00:23,0377274505,NUMERIC_ACCOUNT,ACTIVE,
MCH8427,  Sankaran-Rai  ,5942.0,books,sole_proprietor,Hyd,Telangana,17-Oct-2023,ZQGR3907039607264,Suspended,Rs. 302,MCH8427,Sankaran-Rai,5942.0,BOOKS_STATIONERY,SOLE_PROPRIETOR,Hyderabad,Telangana,2023-10-17 00:00:00,ZQGR3907039607264,ALPHANUMERIC_ACCOUNT,SUSPENDED,302.0
8789,"Pingle,NadigandNarula",5812,FOOD_SERVICES,Individual,Ludhiana,Punjab,02-07-2025,3828234177,A,-1463.08,MCH8789,"Pingle,Nadigandnarula",5812.0,RESTAURANT,INDIVIDUAL,Ludhiana,Punjab,2025-02-07 00:00:00,3828234177,NUMERIC_ACCOUNT,ACTIVE,
MCH4123,"Parekh, Patla and Kar",5942,Book Store,Partnership,Jalandhar,Punjab,2024/11/09,5310260642,Enabled,"₹2,764.76",MCH4123,"Parekh, Patla And Kar",5942.0,BOOKS_STATIONERY,PARTNERSHIP,Jalandhar,Punjab,2024-11-09 00:00:00,5310260642,NUMERIC_ACCOUNT,ACTIVE,2764.76
MCH7554,"J0ha1, K0thari and Nagar",04131,Bus/Taxi,individual,Jalandar,Punjab,2023-02-05 23:53:12,,ACTIVE,572.11,MCH7554,"J0Ha1, K0Thari And Nagar",4131.0,TRANSPORTATION,INDIVIDUAL,Jalandhar,Punjab,2023-02-05 23:53:12,,MISSING,ACTIVE,572.11
MCH4124,"Dara, Salvi and Sawhney",5411,groceries,sole_proprietor,bengaluru,Karnataka,2025/10/12,INFT7849125820167,ACTIVE,2121.35,MCH4124,"Dara, Salvi And Sawhney",5411.0,GROCERY,SOLE_PROPRIETOR,Bengaluru,Karnataka,2025-10-12 00:00:00,INFT7849125820167,ALPHANUMERIC_ACCOUNT,ACTIVE,2121.35
MCH3945,Mukhopadhyay-Raghavan,4131.0,transprt,Sole Proprietor,Bombay,Maharashtra,2023/03/05,XXXX6774,Enabled,INR 942.71,MCH3945,Mukhopadhyay-Raghavan,4131.0,TRANSPORTATION,SOLE_PROPRIETOR,Mumbai,Maharashtra,2023-03-05 00:00:00,XXXX6774,MASKED_ACCOUNT,ACTIVE,942.71
MCH 2516,Ben-Varghese,,GROCERY_STORE,SOLE-PROPRIETOR,chennai,Tamil Nadu,04/08/2023 09:20 PM,,Suspended,INR 398.68,MCH2516,Ben-Varghese,,GROCERY,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-04-08 21:20:00,,MISSING,SUSPENDED,398.68
mch7839,Chandra-Borra,5311,Department Store,Sole Proprietor,Lucknow,Uttar Pradesh,2024/11/02,,A,INR 710.20,MCH7839,Chandra-Borra,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-11-02 00:00:00,,MISSING,ACTIVE,710.2
MCH1713,Dubey Inc,5812,Restaurants,SOLE_PROPRIETOR,Kolkata,West Bengal,02/06/2025,XXXX0557,A,"Rs. 1,132",MCH1713,Dubey Inc,5812.0,RESTAURANT,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-02-06 00:00:00,XXXX0557,MASKED_ACCOUNT,ACTIVE,1132.0
MCH1393,HEGDE-BAHRI,MCC-5912,MEDICAL_STORE,Partnership,ludhiana,Punjab,15-Nov-2024,BAUM6641100955450,Active,6478.07,MCH1393,Hegde-Bahri,,MEDICAL,PARTNERSHIP,Ludhiana,Punjab,2024-11-15 00:00:00,BAUM6641100955450,ALPHANUMERIC_ACCOUNT,ACTIVE,6478.07
6508,Kalla-Ramachandran,5699,Fashion,Sole Proprietor,LKO,Uttar Pradesh,1707048951,,Enabled,321.73,MCH6508,Kalla-Ramachandran,5699.0,CLOTHING,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-02-04 12:15:51,,MISSING,ACTIVE,321.73
MCH5744,Dalal-Lall,07011,Hospitality,PRIVATE-LIMITED,chennai,Tamil Nadu,05-31-2023,XXXX1007,Live,3350.6,MCH5744,Dalal-Lall,7011.0,HOSPITALITY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-05-31 00:00:00,XXXX1007,MASKED_ACCOUNT,ACTIVE,3350.6
MCH3289,Rajagopalan-Master,5912,Medical,private_limited,MUMBAI,Maharashtra,05-17-2025,UTKH3152831159971,ACTIVE,,MCH3289,Rajagopalan-Master,5912.0,MEDICAL,PRIVATE_LIMITED,Mumbai,Maharashtra,2025-05-17 00:00:00,UTKH3152831159971,ALPHANUMERIC_ACCOUNT,ACTIVE,
mch9798,Mann-Gera,4131,transprt,INDIVIDUAL,Jalandhar,Punjab,15/07/2025 05:53 AM,AQRW3805344799887,Active,Rs. 952,MCH9798,Mann-Gera,4131.0,TRANSPORTATION,INDIVIDUAL,Jalandhar,Punjab,2025-07-15 05:53:00,AQRW3805344799887,ALPHANUMERIC_ACCOUNT,ACTIVE,952.0
MCH2041,"Sagar, Chakraborty and Kurian",4131,TRAVEL,sole_proprietor,ludhiana,Punjab,1711103801,,INACTIVE,,MCH2041,"Sagar, Chakraborty And Kurian",4131.0,TRANSPORTATION,SOLE_PROPRIETOR,Ludhiana,Punjab,2024-03-22 10:36:41,,MISSING,INACTIVE,
MCH6114,"  Khurana, Chowdhury and Chaudhary  ",,Mobile Recharge,PRIVATE_LIMITED,chennai,Tamil Nadu,,XXXX2122,ACTIVE,"Rs. 1,212",MCH6114,"Khurana, Chowdhury And Chaudhary",,TELECOM,PRIVATE_LIMITED,Chennai,Tamil Nadu,,XXXX2122,MASKED_ACCOUNT,ACTIVE,1212.0
MCH 1675,"Dey, Sathe and Sibal",4131,Transport,private_limited,Chennai,Tamil Nadu,11/09/2025,DIRY6496511188422,Active,"INR 1,577.75",MCH1675,"Dey, Sathe And Sibal",4131.0,TRANSPORTATION,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-11-09 00:00:00,DIRY6496511188422,ALPHANUMERIC_ACCOUNT,ACTIVE,1577.75
MCH-6582,MUKHOPADHYAY PLC,4814,TELECOM,INDIVIDUAL,Ludhiana,Punjab,,,A,572.51,MCH6582,Mukhopadhyay Plc,4814.0,TELECOM,INDIVIDUAL,Ludhiana,Punjab,,,MISSING,ACTIVE,572.51
